,day_5,midweek,day_0,xmas,spring_break,tot_snow,month_4,tot_snow_cu,day_4_open_lifts_sq,month_4_sat,month_4_open_lifts,month_2_midweek,month_2_fri,thanksgiv_fri,before_xmas,month_12_open_lifts_cu,ln_week_snow_tot_sat,pres_day_sun_open_lifts_cu,thanksgiv_midweek,week_snow_tot,ln_week_snow_tot_fri,pres_day_sat_open_lifts,month_4_midweek,month_4_mon,new_24_midweek_sqrt,new_24_sqrt,ln_week_snow_tot_spring_break,xmas_sat_open_lifts_cu,2day_snow_tot_spring_break_sqrt,before_xmas_fri_open_lifts_sq
2011-11-13,0.0,0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-11-14,0.0,0,1.0,0,0,4.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-11-15,0.0,1,0.0,0,0,4.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2011-11-16,0.0,1,0.0,0,0,5.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2011-11-17,0.0,1,0.0,0,0,6.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2011-11-18,0.0,0,0.0,0,0,6.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.1,2.20827441352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-19,1.0,0,0.0,0,0,7.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.79175946923,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-11-20,0.0,0,0.0,0,0,11.0,0.0,1331.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2011-11-21,0.0,0,1.0,0,0,11.0,0.0,1331.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-22,0.0,1,0.0,0,0,13.0,0.0,2197.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,9.0,0.0,0.0,0.0,0.0,1.41421356237,1.41421356237,0.0,0.0,0.0,0.0
2011-11-23,0.0,1,0.0,0,0,13.0,0.0,2197.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-24,0.0,1,0.0,0,0,13.0,0.0,2197.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-25,0.0,0,0.0,0,0,13.0,0.0,2197.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,7.0,1.94591014906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-26,1.0,0,0.0,0,0,16.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.19722457734,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0,1.73205080757,0.0,0.0,0.0,0.0
2011-11-27,0.0,0,0.0,0,0,16.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-28,0.0,0,1.0,0,0,16.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-29,0.0,1,0.0,0,0,16.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-30,0.0,1,0.0,0,0,16.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,0.0,1,0.0,0,0,16.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-02,0.0,0,0.0,0,0,16.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-03,1.0,0,0.0,0,0,16.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-04,0.0,0,0.0,0,0,19.0,0.0,6859.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,1.73205080757,0.0,0.0,0.0,0.0
2011-12-05,0.0,0,1.0,0,0,20.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-12-06,0.0,1,0.0,0,0,20.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,216.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-07,0.0,1,0.0,0,0,20.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,216.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-08,0.0,1,0.0,0,0,20.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,216.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-09,0.0,0,0.0,0,0,21.0,0.0,9261.0,36.0,0.0,0.0,0.0,0.0,0.0,0,216.0,0.0,0.0,0,5.0,1.60943791243,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-12-10,1.0,0,0.0,0,0,21.0,0.0,9261.0,0.0,0.0,0.0,0.0,0.0,0.0,0,512.0,1.60943791243,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-11,0.0,0,0.0,0,0,21.0,0.0,9261.0,0.0,0.0,0.0,0.0,0.0,0.0,0,343.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-12,0.0,0,1.0,0,0,21.0,0.0,9261.0,0.0,0.0,0.0,0.0,0.0,0.0,0,216.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-13,0.0,1,0.0,0,0,21.0,0.0,9261.0,0.0,0.0,0.0,0.0,0.0,0.0,0,512.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-14,0.0,1,0.0,0,0,22.0,0.0,10648.0,0.0,0.0,0.0,0.0,0.0,0.0,0,512.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2011-12-15,0.0,1,0.0,0,0,25.0,0.0,15625.0,0.0,0.0,0.0,0.0,0.0,0.0,0,512.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,1.73205080757,1.73205080757,0.0,0.0,0.0,0.0
2011-12-16,0.0,0,0.0,0,0,25.0,0.0,15625.0,144.0,0.0,0.0,0.0,0.0,0.0,0,1728.0,0.0,0.0,0,4.0,1.38629436112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-17,1.0,0,0.0,0,0,25.0,0.0,15625.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2197.0,1.38629436112,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-18,0.0,0,0.0,0,0,25.0,0.0,15625.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2744.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-19,0.0,0,1.0,0,0,25.0,0.0,15625.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2744.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-20,0.0,1,0.0,0,0,25.0,0.0,15625.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2197.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-21,0.0,1,0.0,0,0,25.0,0.0,15625.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2197.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-22,0.0,1,0.0,0,0,31.0,0.0,29791.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2197.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,2.44948974278,2.44948974278,0.0,0.0,0.0,0.0
2011-12-23,0.0,0,0.0,0,0,31.0,0.0,29791.0,169.0,0.0,0.0,0.0,0.0,0.0,1,2197.0,0.0,0.0,0,6.0,1.79175946923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0
2011-12-24,1.0,0,0.0,0,0,31.0,0.0,29791.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2744.0,1.79175946923,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-25,0.0,0,0.0,1,0,31.0,0.0,29791.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2744.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-26,0.0,0,1.0,1,0,31.0,0.0,29791.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2744.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-27,0.0,1,0.0,1,0,31.0,0.0,29791.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3375.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-28,0.0,1,0.0,1,0,31.0,0.0,29791.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3375.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-29,0.0,1,0.0,1,0,31.0,0.0,29791.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3375.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-30,0.0,0,0.0,1,0,31.0,0.0,29791.0,196.0,0.0,0.0,0.0,0.0,0.0,0,2744.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-31,1.0,0,0.0,1,0,31.0,0.0,29791.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2744.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2744.0,0.0,0.0
2012-01-01,0.0,0,0.0,1,0,35.0,0.0,42875.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2012-01-02,0.0,0,1.0,0,0,35.0,0.0,42875.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03,0.0,1,0.0,0,0,35.0,0.0,42875.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04,0.0,1,0.0,0,0,35.0,0.0,42875.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05,0.0,1,0.0,0,0,35.0,0.0,42875.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-06,0.0,0,0.0,0,0,35.0,0.0,42875.0,225.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,1.38629436112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-07,1.0,0,0.0,0,0,35.0,0.0,42875.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.38629436112,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-08,0.0,0,0.0,0,0,42.0,0.0,74088.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,2.64575131106,0.0,0.0,0.0,0.0
2012-01-09,0.0,0,1.0,0,0,42.0,0.0,74088.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-10,0.0,1,0.0,0,0,42.0,0.0,74088.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-11,0.0,1,0.0,0,0,46.0,0.0,97336.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2012-01-12,0.0,1,0.0,0,0,50.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2012-01-13,0.0,0,0.0,0,0,50.0,0.0,125000.0,256.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,15.0,2.7080502011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-14,1.0,0,0.0,0,0,50.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.7080502011,0.0,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-15,0.0,0,0.0,0,0,50.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-16,0.0,0,1.0,0,0,50.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-17,0.0,1,0.0,0,0,58.0,0.0,195112.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.0,0.0,0.0,0.0,0.0,2.82842712475,2.82842712475,0.0,0.0,0.0,0.0
2012-01-18,0.0,1,0.0,0,0,58.0,0.0,195112.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-19,0.0,1,0.0,0,0,59.0,0.0,205379.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2012-01-20,0.0,0,0.0,0,0,62.0,0.0,238328.0,324.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12.0,2.48490664979,0.0,0.0,0.0,0.0,1.73205080757,0.0,0.0,0.0,0.0
2012-01-21,1.0,0,0.0,0,0,64.0,0.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.63905732962,0.0,0,14.0,0.0,0.0,0.0,0.0,0.0,1.41421356237,0.0,0.0,0.0,0.0
2012-01-22,0.0,0,0.0,0,0,69.0,0.0,328509.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,2.2360679775,0.0,0.0,0.0,0.0
2012-01-23,0.0,0,1.0,0,0,70.0,0.0,343000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-01-24,0.0,1,0.0,0,0,70.0,0.0,343000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-25,0.0,1,0.0,0,0,72.0,0.0,373248.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,14.0,0.0,0.0,0.0,0.0,1.41421356237,1.41421356237,0.0,0.0,0.0,0.0
2012-01-26,0.0,1,0.0,0,0,72.0,0.0,373248.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-27,0.0,0,0.0,0,0,78.0,0.0,474552.0,361.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.0,2.77258872224,0.0,0.0,0.0,0.0,2.44948974278,0.0,0.0,0.0,0.0
2012-01-28,1.0,0,0.0,0,0,79.0,0.0,493039.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.7080502011,0.0,0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-01-29,0.0,0,0.0,0,0,79.0,0.0,493039.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-30,0.0,0,1.0,0,0,79.0,0.0,493039.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-31,0.0,1,0.0,0,0,79.0,0.0,493039.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,0.0,1,0.0,0,0,79.0,0.0,493039.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-02,0.0,1,0.0,0,0,79.0,0.0,493039.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-03,0.0,0,0.0,0,0,80.0,0.0,512000.0,361.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,2.0,0.69314718056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-02-04,1.0,0,0.0,0,0,81.0,0.0,531441.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.405465108108,0.0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.707106781187,0.0,0.0,0.0,0.0
2012-02-05,0.0,0,0.0,0,0,81.0,0.0,531441.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-06,0.0,0,1.0,0,0,81.0,0.0,531441.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-07,0.0,1,0.0,0,0,82.0,0.0,551368.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,2.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2012-02-08,0.0,1,0.0,0,0,82.0,0.0,551368.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-09,0.0,1,0.0,0,0,86.0,0.0,636056.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,6.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2012-02-10,0.0,0,0.0,0,0,90.0,0.0,729000.0,324.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,9.5,2.25129179861,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2012-02-11,1.0,0,0.0,0,0,96.0,0.0,884736.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.56494935746,0.0,0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2012-02-12,0.0,0,0.0,0,0,98.0,0.0,941192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-13,0.0,0,1.0,0,0,103.0,0.0,1092727.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,2.2360679775,0.0,0.0,0.0,0.0
2012-02-14,0.0,1,0.0,0,0,107.0,0.0,1225043.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2012-02-15,0.0,1,0.0,0,0,108.0,0.0,1259712.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2012-02-16,0.0,1,0.0,0,0,109.0,0.0,1295029.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2012-02-17,0.0,0,0.0,0,0,109.0,0.0,1295029.0,400.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,15.0,2.7080502011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-18,1.0,0,0.0,0,0,110.0,0.0,1331000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.48490664979,0.0,0,12.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-02-19,0.0,0,0.0,0,0,110.0,0.0,1331000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12167.0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-20,0.0,0,1.0,0,0,114.0,0.0,1481544.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2012-02-21,0.0,1,0.0,0,0,115.0,0.0,1520875.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2012-02-22,0.0,1,0.0,0,0,116.0,0.0,1560896.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2012-02-23,0.0,1,0.0,0,0,123.0,0.0,1860867.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,14.0,0.0,0.0,0.0,0.0,2.64575131106,2.64575131106,0.0,0.0,0.0,0.0
2012-02-24,0.0,0,0.0,0,0,124.0,0.0,1906624.0,361.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,15.0,2.7080502011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-02-25,1.0,0,0.0,0,0,124.0,0.0,1906624.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.63905732962,0.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-26,0.0,0,0.0,0,0,126.0,0.0,2000376.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.0,0.0,0.0,0.0,0.0,0.0,1.41421356237,0.0,0.0,0.0,0.0
2012-02-27,0.0,0,1.0,0,0,126.0,0.0,2000376.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-28,0.0,1,0.0,0,0,126.0,0.0,2000376.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-29,0.0,1,0.0,0,0,135.0,0.0,2460375.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
2012-03-01,0.0,1,0.0,0,0,136.0,0.0,2515456.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2012-03-02,0.0,0,0.0,0,0,142.0,0.0,2863288.0,361.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,18.0,2.8903717579,0.0,0.0,0.0,0.0,2.44948974278,0.0,0.0,0.0,0.0
2012-03-03,1.0,0,0.0,0,0,143.0,0.0,2924207.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.94443897917,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-03-04,0.0,0,0.0,0,0,144.0,0.0,2985984.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-03-05,0.0,0,1.0,0,0,146.0,0.0,3112136.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,0.0,0.0,1.41421356237,0.0,0.0,0.0,0.0
